Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5544,NM,Alternative Fuel Vehicle (AFV) Use,"The legislature of New Mexico encourages the executive branch of the
state government to pursue energy policies and goals to implement the
use of renewable energy, energy efficiency, and alternative fuel
technologies throughout state government and the state, including state
universities and public schools. The Secretary of the Energy, Minerals,
and Natural Resources Department, in cooperation with other state
agencies, must pursue measures to encourage the use of alternative fuel
and hybrid electric vehicles throughout the state, including the
development of a statewide alternative fueling station infrastructure.
(Reference [Senate Joint Memorial](http://www.nmlegis.gov/) 89, 2003)",,,FALSE,55,Laws and Regulations,,,,2009-01-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,,REQ,STATION|FLEET,
5572,IA,Electric Vehicle (EV) Registration Fee,"The following was repealed by Senate Bill ( https://www.legis.iowa.gov/index.aspx ) 452, 2013: The annual
registration fee for an EV is $25.00 unless the vehicle is more
than five model years old, in which case the annual registration
fee is reduced to $15.00. This section does not apply to
low-speed EVs. (Reference Iowa Code ( https://www.legis.iowa.gov/index.aspx ) 321.116)",,,FALSE,110,Laws and Regulations,,,,,2014-01-01 00:00:00 UTC,,ELEC|PHEV,,REGIS,FLEET|IND,https://www.legis.iowa.gov/index.aspx
5583,WA,Fleet Action Plan - Seattle,"The Clean Green Fleet Action Plan ([PDF 444
KB](http://www.seattle.gov/Documents/Departments/FAS/FleetManagement/2014-Green-Fleet-Action-Plan.pdf))
aims to increase the use of alternative fuels, reduce fleet fuel use,
reduce vehicle emissions, and improve the fuel efficiency of the City of
Seattle's (Seattle's) fleet. [Download Adobe
Reader](http://get.adobe.com/reader/). Seattle's long-term intent is to
continue participating in the Northwest Hybrid Medium and Heavy Duty
Truck Consortium and to continue increasing the use of E85 fuel and
electric vehicles. Seattle met its original goal to have a fleet that is
100% clean and green, through the use of clean fuels and vehicles that
have the highest fuel efficiency and the lowest emissions and meet the
needs of Seattle's operations. Seattle also met the specific measures
called for in the plan, including a 5% reduction in the fleet's annual
fuel use by 2005 as compared to 1999.",,,FALSE,185,Laws and Regulations,,,,2010-02-01 00:00:00 UTC,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,,REQ,FLEET,
5622,VT,Alternative Fuel and Advanced Vehicle Research and Development Tax Credit,"Vermont businesses that qualify as a high-tech business involved
exclusively in the design, development, and manufacture of alternative
fuel vehicles, hybrid electric vehicles, all-electric vehicles, or
energy technology involving fuel sources other than fossil fuels are
eligible for up to three of the following tax credits: 1) payroll income
tax credit; 2) qualified research and development income tax credit; 3)
export tax credit; 4) small business investment tax credit; and 5)
high-tech growth tax credit. Certain limits and restrictions apply. This
incentive expires December 31, 2016. (Reference [Vermont
Statutes](http://legislature.vermont.gov/) Title 32, Chapter 151,
Section 5930a, c, f, g, and k)",,,FALSE,10,State Incentives,,,,2017-06-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,TAX,,MAN|OTHER,
5659,ME,State Agency Alternative Fuel Promotion,"In addition to promoting improved vehicle fuel efficiency, state
agencies shall promote the procurement of dedicated alternative fuel
vehicles, dual fuel vehicles (AFVs) and supporting refueling
infrastructures. (Reference
",,,FALSE,80,Laws and Regulations,,,,2006-05-01 00:00:00 UTC,,,BIOD|ETH|ELEC|EFFEC|HY|NG|PHEV|LPG,,REQ,STATION|FLEET,
5670,NJ,Alternative Fuel Infrastructure Rebate,"New Jersey's Alternative Fuel Infrastructure Program ( http://www.njcleanenergy.com/files/file/infrabrochure.pdf ) has
funding available to reimburse eligible local governments, state
colleges and universities, school districts, and governmental
authorities for 50% of the cost of purchasing and installing
refueling infrastructure for alternative fuels, up to a maximum
of $50,000 is available per applicant. Eligible fuels include
natural gas, propane, electricity, ethanol (E85), and hydrogen.",,,FALSE,20,State Incentives,,,2010-11-01 00:00:00 UTC,,,,ETH|ELEC|HY|NG|PHEV|LPG,RBATE,,STATION,
5685,WI,Alternative Fuel Vehicle (AFV) Tax Deduction,"The Wisconsin Department of Revenue offers a state AFV tax
deduction identical to the federal AFV tax deduction. Taxpayers
who placed AFVs into service in 2002 and 2003 are entitled to the
full deduction. The deduction is reduced by 25% for vehicles
placed in service in 2004, by 50% for vehicles in 2005, and by
75% for vehicles in 2006. No deduction is available for clean
fuel vehicles placed in service in 2007. The full deduction is
$50,000 for any truck or van with a gross vehicle weight rating
(GVWR) of at least 26,000 pounds (lbs.) or a bus with seating
capacity of at least 20 adults. The deduction is $5,000 for a
truck or van with a GVWR greater than 10,000 lbs. and $2,000 for
vehicles under 10,000 lbs.",,,FALSE,20,State Incentives,,,2007-12-01 00:00:00 UTC,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,,FLEET|IND,
5698,IL,Alternative Fuel Vehicle (AFV) Fleet Incentives,"The Illinois Green Fleets Program recognizes and provides additional
marketing opportunities for fleets in Illinois that have a significant
number of AFVs and use clean, domestically produced fuels. For more
information, see the [Illinois Green Fleets
Program](http://www.illinoisgreenfleets.org/) website.
",,,FALSE,35,State Incentives,,,,2017-10-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,OTHER,,FLEET,
5723,WA,Clean School Bus Funding,"Until July 1, 2020, 85% of the money from the segregated subaccount of
the state treasury\'s air pollution control account must be distributed
to air pollution control authorities. Of the money received by an air
pollution control authority or the state Department of Licensing, 85%
must be used for the [Clean School Bus
Program](https://fortress.wa.gov/ecy/publications/documents/0402029.pdf)
to retrofit school buses with exhaust emission control devices or to
provide funding for fueling infrastructure needed to allow school bus
fleets access to use alternative, cleaner fuels. (Reference [Revised
Code of Washington](http://apps.leg.wa.gov/rcw/) 70.94.017)",,,FALSE,125,Laws and Regulations,,,2009-05-01 00:00:00 UTC,,,,BIOD|ELEC|HY|NG|PHEV|LPG,GNT,,STATION|FLEET,http://apps.leg.wa.gov/rcw/
5726,ME,Alternative Fueling Infrastructure Tax Credit,"A tax credit is available for up to 25% of expenditures incurred
for the construction, installation of, or improvements to any
fueling or charging station for the purposes of providing clean
fuels to the general public for use in motor vehicles. Clean
fuels include compressed natural gas, liquefied natural gas,
liquefied petroleum gas, hydrogen, alcohol fuels containing at
least 85% alcohol by volume, and electricity. This tax credit is
available for tax years ending on or before December 31, 2008.
Any portion of unused credits may be carried over into subsequent
years as needed. (Reference Maine Revised Statutes ( http://janus.state.me.us/legis/statutes/ ) Title 36, Section
5219-P)",,,FALSE,15,State Incentives,,,2008-12-31 00:00:00 UTC,,,,ETH|ELEC|HY|NG|PHEV|LPG,TAX,,STATION,http://janus.state.me.us/legis/statutes/
5733,FL,High Occupancy Vehicle (HOV) Lane Exemption,"A driver may operate a qualified Inherently Low Emission Vehicle (ILEV)
or a hybrid electric vehicle (HEV) in an HOV lane at any time,
regardless of the number of passengers, provided that the vehicle is
certified and labeled in accordance with federal regulations. All
eligible ILEVs and HEVs must comply with the minimum fuel economy
standards set forth in Title 23 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
166(f)(3)(B). The vehicle must display a Florida Division of Motor
Vehicles issued decal, which must be renewed annually. Special fees may
apply. Vehicles with decals may also use any HOV lane designated as a
HOV toll lane without paying the toll. An HEV is defined as a motor
vehicle that draws propulsion energy from on-board sources of stored
energy comprised of both an internal combustion engine using combustible
fuel and a rechargeable energy storage system and meets or exceeds the
qualifying [California
standards](https://ww2.arb.ca.gov/our-work/programs/advanced-clean-cars-program/lev-program/low-emission-vehicle-lev-ii-program)
for a Low Emission Vehicle. Three-wheeled vehicles are considered ILEVs
for the purposes of HOV lane exemption. This exemption expires September
30, 2019. For more information, see the [HOV
Decal](https://www.flhsmv.gov/motor-vehicles-tags-titles/high-occupancy-vehicle-decal/)
website. (Reference [Florida Statutes](http://www.flsenate.gov/Laws/)
316.0741)",2005-01-01 00:00:00 UTC,2010-06-04 00:00:00 UTC,FALSE,25,State Incentives,,,,2019-10-01 00:00:00 UTC,,,ELEC|HEV|PHEV,EXEM,,FLEET|GOV|IND,http://www.flsenate.gov/Laws/
5754,VT,State Agency Energy Plan Transportation Requirements,"The Vermont Agency of Administration developed and oversees the
implementation of the State Agency Energy Plan (Plan). The Agency of
Administration must modify the Plan as necessary and re-adopt it on or
before January 15 of each fifth year. As specified in the [2016
Plan](http://bgs.vermont.gov/sites/bgs/files/files/energy-environment/2016-State-Agency-Energy-Plan.pdf),
the Vermont Agency of Transportation must continue to use 5% biodiesel
(B5) in its fleet of heavy-duty vehicles. The Vermont Department of
Buildings and General Services will increase its deployment of plug-in
electric vehicles (PEVs) to comprise at least 25% of its light-duty
fleet by 2025 and install electric vehicle supply equipment (EVSE), as
necessary. All state agencies must install EVSE and increase their use
of PEVs to a level that will displace 10% of their gasoline use by 2020.

(Reference [Vermont Statutes](http://legislature.vermont.gov/statutes/)
Title 3, Chapter 45, Section 2291, and [Executive
Order](http://governor.vermont.gov/document-types/executive-orders)
15-12, 2012)",,,FALSE,45,Laws and Regulations,,,,2019-07-09 00:00:00 UTC,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,,REQ|CCEINIT,GOV,http://www.leg.state.vt.us/statutesMain.cfm|http://www.leg.state.vt.us/statutes/fullchapter.cfm?Title=03APPENDIX&Chapter=010
5758,CT,Alternative Fuel Vehicle (AFV) and Hybrid Electric Vehicle (HEV) Tax Exemption,"Prior to July 1, 2008, the following purchases are exempt from
sales tax: new dedicated compressed natural gas (CNG), liquefied
natural gas (LNG), liquefied petroleum gas (LPG), hydrogen, or
electric vehicles; equipment used in dedicated or dual fuel CNG,
LNG, LPG, hydrogen, or electric vehicle conversions; and
equipment associated with a CNG or hydrogen filling or electric
recharging station. Between October 1, 2004, and October 1, 2008,
new HEVs with a U.S. Environmental Protection Agency fuel economy
rating of at least 40 miles per gallon are also exempt from sales
tax. An HEV is defined as a passenger car that 1) draws
acceleration energy from two onboard sources of stored energy,
which are both an internal combustion or heat engine using
combustible fuel and a rechargeable energy storage system, and 2)
for an HEV produced during and after model year 2004, is
certified to meet or exceed the Tier II Bin 5 Low Emission
Vehicle classification. (Reference Connecticut General Statutes
( http://www.cga.ct.gov ) 12-412-67, 68, 69, and 115)",,,FALSE,20,State Hybrid Incentives,,,2008-10-01 00:00:00 UTC,,,,ELEC|HEV|HY|NG|PHEV|LPG,EXEM|TAX,,STATION|FLEET|IND,
5796,TX,Alternative Fuel and Advanced Vehicle Research and Development Grants,"The Texas Council on Environmental Quality administers the [New
Technology Research and Development (NTRD)
Program](http://www.tercairquality.org/NewTechnologyResearchDevelopmentNTRD/tabid/539/Default.aspx),
part of the Texas Emissions Reduction Plan, which provides grants for
alternative fuel and advanced technology demonstration and
infrastructure projects to encourage and support research, development,
and commercialization of technologies that reduce pollution. Funding for
this grant program was discontinued in September 2011 and no subsequent
actions have been taken to reinstate funding. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Health and Safety
Code 387)",,,FALSE,20,State Incentives,,,,2012-09-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|IR|NG|PHEV|LPG,GNT,,STATION|AFP|OTHER,http://www.statutes.legis.state.tx.us/
5814,AR,Electric Vehicle (EV) Equipment and Fuel Cell Income Tax Credit,"The following was repealed by House Bill ( http://www.arkleg.state.ar.us/assembly/2009/R/Acts/Act716.pdf )
2081, 2009: An income tax credit is available to Arkansas
taxpayers to offset the costs of an Arkansas-based facility that
designs, develops, or produces advanced technologies, including
EV equipment and fuel cells. The credit is equal to 50% of the
amount spent during the taxable year to purchase or construct the
facility, including land acquisition, infrastructure
improvements, renovation, building improvements, machinery, and
other manufacturing equipment. This credit does not apply to any
portion of facility costs that were provided by federal, state,
or local grants. (Reference Arkansas Code ( http://www.arkleg.state.ar.us/ ) 15-4-2104 and 15-4-2105)",,,FALSE,20,State Incentives,,,,,2009-03-06 00:00:00 UTC,,ELEC|HY|PHEV,TAX,,MAN|OTHER,http://www.arkleg.state.ar.us/
5871,AZ,Residential Electric Vehicle Supply Equipment (EVSE) Tax Credit,"A tax credit of up to \$75 is available to individuals for the
installation of EVSE in a house or housing unit that they have built. To
qualify, the outlet must meet certain codes and standards. To apply, see
form 319 on the Arizona Department of Revenue's [Credit
Forms](http://www.azdor.gov/Forms/Credits.aspx) page. (Reference
[Arizona Revised
Statutes](http://www.azleg.gov/ArizonaRevisedStatutes.asp) 43-1090 and
43-1176)",,,FALSE,20,State Incentives,,2018-07-06 20:09:20 UTC,,,2017-05-10 00:00:00 UTC,,ELEC|PHEV,TAX,,IND,
5884,HI,Energy-Efficient Vehicle Acquisition Requirements,"Once the state has met its federal and state vehicle purchase
mandates, state agencies are required to purchase the most
fuel-efficient vehicles that meet the needs of their programs,
provided that a life-cycle cost benefit analysis of vehicle
purchases includes projected fuel costs. All state agency
light-duty vehicle (LDV) procurements must contain at least 40%
energy-efficient vehicles as part of their annual vehicle
acquisition plans. For each subsequent fiscal year, the
percentage of energy-efficient vehicles must be five percent
higher than the previous year, until at least 75% of each covered
fleet's newly purchased LDVs are energy-efficient vehicles.
Exclusions and exemptions may apply.

Agencies may offset the purchase requirements for
energy-efficient vehicles by successfully demonstrating
percentage improvements in their overall LDV fleet fuel economy.
Additionally, agencies that use biodiesel fuel may offset the
vehicle purchase requirements of this section at the rate of one
vehicle per 450 gallons of neat biodiesel (B100) fuel used. State
agencies are also required to purchase alternative fuels and
ethanol blended gasoline when available, evaluate a purchase
preference for biodiesel blends, and promote efficient operation
of vehicles. (Reference Hawaii Revised Statutes ( http://www.capitol.hawaii.gov/ ) 103D-412 and 196-9)",,,FALSE,22,Laws and Regulations,,,,2009-07-01 00:00:00 UTC,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,,REQ,FLEET,http://www.capitol.hawaii.gov/
5947,MN,State Agency Petroleum Reduction Requirement,"Using 2005 as a baseline, the state must achieve a 25% and 50%
reduction in gasoline used to operate state agency owned on-road
vehicles by 2010 and 2015, respectively. Additionally, the state
must achieve a 10% and 25% reduction in the use of
petroleum-based diesel fuel for state owned on-road vehicles by
2010 and 2015, respectively. To meet these goals, each state
agency will, whenever legally, technically, and economically
feasible, ensure that all new on-road vehicles purchased operate
on alternative fuels, specifically biodiesel blends of 20% (B20)
or greater, ethanol blends of 70% (E70) or greater, hydrogen, or
electricity. Alternatively, each state agency must ensure that
new on-road vehicles purchased have fuel economy ratings that
exceed 30 miles per gallon (mpg) for city usage or 35 mpg for
highway usage, including but not limited to hybrid electric and
hydrogen vehicles. (Reference Executive Orders ( http://www.leg.state.mn.us/lrl/execorders/eoresults.asp?search=govsearch&gov=7 ) 04-08 and 04-10, 2004, and Minnesota Statutes ( https://www.revisor.mn.gov/pubs/ ) 16C.137)",,,FALSE,90,Laws and Regulations,,,,2011-06-01 00:00:00 UTC,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|PHEV,,REQ,FLEET,http://www.leg.state.mn.us/lrl/execorders/eoresults.asp?search=govsearch&gov=7|https://www.revisor.mn.gov/pubs/
5965,NE,Alternative Fuel User Tax and Registration,"The following was repealed by [Legislative
Bill](http://nebraskalegislature.gov/) 289, 2011: The Alternative Fuel
Tax Act requires individuals to purchase an alternative fuel user permit
to pay their estimated fuel tax liability for vehicles that operate
using an alternative fuel on state highways. Alternative fuels include
electricity and any other source of energy not otherwise taxed under the
motor fuel tax laws; compressed natural gas, liquefied natural gas, and
liquefied petroleum gas are not subject to this requirement. A fee of
\$75 is assessed at the time the individual submits the alternative fuel
user permit application to the Motor Fuel Tax Enforcement and Collection
Division of the Nebraska Department of Revenue. (Reference [Nebraska
Statutes](https://nebraskalegislature.gov/laws/browse-statutes.php)
66-684 through 66-695)",,,FALSE,40,Laws and Regulations,,,,,2011-05-24 00:00:00 UTC,,ELEC|HY|PHEV,,FUEL|REGIS,FLEET|IND,http://uniweb.legislature.ne.gov/laws/laws.php
5978,NH,"Idle Reduction and Fuel-Efficient, Low Emission Vehicle Acquisition Requirements","New Hampshire state agencies and departments must implement a Clean
Fleets Program in accordance with the recommendations of the Energy
Efficiency in State Government Steering Committee, including but not
limited to the following components:

-   An anti-idling policy;
-   A highway fuel economy rating requirement of at least 27.5 miles per
    gallon (mpg) for all new passenger and light-duty vehicles and at
    least 20 mpg for all new light-duty trucks except for emergency and
    law enforcement vehicles;
-   A requirement that new passenger and light-duty vehicles are
    certified as low emission vehicles in accordance with the
    recommendations of the Energy Efficiency in State Government
    Steering Committee;
-   A policy ensuring that the appropriate vehicle is selected for the
    intended use of the vehicle;
-   A requirement that vehicle purchases be in compliance with the
    Energy Policy Act of 1992 (EPAct) if applicable;
-   A waiver procedure for requesting vehicles not on the approved New
    Hampshire Department of Administrative Services vehicle list;
-   Additional measures to promote fuel conservation.

(Reference Executive Order 2005-4)",2005-07-14 00:00:00 UTC,,FALSE,45,Laws and Regulations,,2014-10-06 13:28:59 UTC,,2014-09-01 00:00:00 UTC,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,,REQ|DREST,FLEET,http://www.governor.nh.gov/media/orders/
6003,CA,Alternative Fuel Incentive Development,"The California Air Resources Board and California Energy
Commission developed the Alternative Fuel Incentive Program to
allocate $25 million in incentives to promote the use and
production of alternative fuels. Eligible projects include
projects in California that promote high efficiency, high
mileage, alternative fuel light-, medium-, and heavy-duty
vehicles, for individual and public fleets. Incentives are
available to replace the current state vehicle fleet with clean,
high mileage alternative fuel vehicles and for the construction
of publicly accessible retail alternative fueling stations and
fleet fueling facilities, including E85. Incentives are also
available for alternative fuel production in California and
funding for research, development, and testing of alternative
fuels and advancing vehicle technology. (Reference Assembly Bill
( http://www.oal.ca.gov/ ) 1811, 2006)",2006-06-30 00:00:00 UTC,,FALSE,25,State Incentives,,,2009-06-30 00:00:00 UTC,,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,RBATE,,STATION|AFP|FLEET|OTHER|IND,http://www.oal.ca.gov/
6017,NY,Alternative Fueling Infrastructure Tax Credit,"A state tax credit is available for alternative fuel vehicle
fueling infrastructure installed in the state. The tax credit is
equal to 50% of the infrastructure cost. This includes
infrastructure for storing or dispensing an alternative fuel into
a motor vehicle's fuel tank, as well as infrastructure used for
charging electric vehicles. Eligible alternative fuels include
natural gas, liquefied petroleum gas, hydrogen, electricity, and
any other fuel that is a least 85% ethanol or other alcohol. This
credit expires December 31, 2010. (Reference New York Tax Law ( http://public.leginfo.state.ny.us/menuf.cgi ) 187-b)",,,FALSE,10,State Incentives,,,2010-12-31 00:00:00 UTC,,,,ETH|ELEC|HY|NG|PHEV|LPG,TAX,,STATION,http://public.leginfo.state.ny.us/menuf.cgi
6038,WA,Alternative Fuel Loans and Grants,"The Washington Department of Commerce administers the Energy Freedom
Program (Program) in consultation with other state agencies. The Program
includes the Energy Freedom Account, which provides financial and
technical assistance for bioenergy production, research, and market
development, primarily in the form of loans used to convert farm
products, organic wastes, cellulose and biogas into electricity,
biofuel, and related co-products. The Program also includes the Green
Energy Incentive Account, which provides financial assistance for
alternative fueling infrastructure along interstate corridors. As of
March 2014, no funding was available for these programs, which were set
to expire after June 30, 2016. For more information, refer to the [Clean
Energy
Funds](https://www.commerce.wa.gov/growing-the-economy/energy/clean-energy-fund/)
website. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 43.325)",,2009-05-01 00:00:00 UTC,FALSE,20,State Incentives,,,,2014-03-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT|LOANS,,STATION|AFP,http://apps.leg.wa.gov/rcw/
6067,IN,Alternative Fuel Vehicle (AFV) Grant Program,"The Indiana Office of Energy and Defense Development (OED)
administers the AFV Grant Program. The AFV Grant Program offers
up to $75,000 in cost-share grants to vehicle fleets for the use
of compressed natural gas (CNG), liquid petroleum gas (LPG), or
electricity as alternatives to conventional gasoline or diesel
fuel. Grants are awarded for refueling infrastructure and vehicle
purchase or conversion. Eligible project costs include
public-access refueling infrastructure (CNG, LPG, and hydrogen),
vehicle conversion costs (CNG and LPG), and incremental costs of
original equipment manufacturer AFVs (CNG, hydrogen, and
hybrid-electric). Strong preference will be given to applicants
who are members of a Clean Cities Coalition and to projects that
are located in an Indiana county in nonattainment status for
ozone or particulate matter. Applications must be received by OED
or postmarked by September 1, 2006, in order to be eligible.
Projects must be completed by May 31, 2007, and each grantee must
commit to use the alternative fuel until December 31, 2008.",,,FALSE,7,State Hybrid Incentives,,,2006-09-02 00:00:00 UTC,,,,ELEC|HEV|HY|NG|PHEV|LPG,GNT,,STATION|FLEET,
6086,SC,Fuel Cell Vehicle Tax Credit,"South Carolina residents that claim the federal Alternative Motor
Vehicle Credit for fuel cell vehicles are eligible for a state income
tax credit equal to 20% of the federal credit. If the amount of the
state credit exceeds the taxpayer's liability for the applicable tax
year, any unused portion of the credit may be carried forward and
claimed for up to five additional years. (Reference [South Carolina Code
of Laws](http://www.scstatehouse.gov/code/statmast.php) 12-6-3377)",,,FALSE,40,State Incentives,,2015-09-04 21:17:31 UTC,,2015-08-31 00:00:00 UTC,,,ELEC|HEV|HY|NG|PHEV|LPG,TAX,,FLEET|IND,http://www.scstatehouse.gov/code/statmast.php
6110,NY,Alternative Fueling Infrastructure Feasibility Study,"The New York State Energy Research and Development Authority
(NYSERDA), the New York State Thruway Authority, and the New York
Department of Environmental Conservation have undertaken a study
regarding the feasibility and construction of alternative fueling
facilities at gasoline stations located along the New York State
Thruway. Once finalized, NYSERDA will prepare and deliver to the
governor a report that will include, but not be limited to, the
following: 1) the current availability of the various alternative
fuels and associated technologies which use alternative fuels for
transportation purposes; 2) the projected growth in the
availability and use of alternative fuel vehicles (AFVs) for the
next 10 years; 3) the current and projected price of the various
alternative fuels, AFVs, and alternative fueling equipment for
the next 10 years as well as the current and projected cost of
operation of alternative fuel vehicles, including incremental
cost comparisons; 4) the feasibility of each thruway public
facility containing a gasoline station to accommodate one or more
alternative fueling facilities. (Reference Assembly Bill ( http://public.leginfo.state.ny.us/ ) 11331, 2005)",,,FALSE,70,Laws and Regulations,,,,2009-11-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,OTHER,STATION,http://public.leginfo.state.ny.us/
6133,CA,Alternative Fuel and Advanced Technology Research and Development,"The Innovative Clean Air Technologies (ICAT) Program ( http://www.arb.ca.gov/research/icat/icat.htm ) co-funds
innovative technology demonstration projects that will improve
emissions prevention or control while promoting new industries
and jobs in California. Proposals related to current California
Air Resources Board programs, such as developing alternatives to
diesel fuel and diesel engines, increasing zero emission vehicle
efficiency, and developing fuel cells and hydrogen technology,
are of particular interest. As of October 2011, the ICAT Program
is on hold but is expected to resume for future solicitations.",,,FALSE,45,State Incentives,,,2008-01-01 00:00:00 UTC,,,,ELEC|HY|PHEV,GNT,,OTHER,
6134,CA,Low Emission Vehicle Incentives and Technical Training - San Joaquin Valley,"The San Joaquin Valley Air Pollution Control District (SJVAPCD)
administers the REMOVE II program, which provides incentives for
cost-effective projects that result in motor vehicle emissions
reductions and long-term impacts on air pollution in the San Joaquin
Valley. REMOVE II is providing funding for vanpool agencies that reduce
or replace single occupant vehicle commutes in the San Joaquin Valley.
To participate, vanpool agencies must submit an application to SJVAPCD
and sign a contract to become a Vanpool Voucher Incentive Program
partner. REMOVE II also includes an Alternative Fuel Vehicle (AFV)
Mechanic Training Component that provides incentives to educate
personnel on the mechanics, operation safety, and maintenance of AFVs,
fueling stations, and tools involved in the implementation of
alternative fuel technologies. For more information, see the [REMOVE
II](http://www.valleyair.org/Grant_Programs/GrantPrograms.htm) website,
the [Vanpool Voucher Incentive
Program](http://valleyair.org/grants/vanpoolvoucher.htm) and the [AFV
Mechanic Training
Component](http://valleyair.org/grants/mechanictraining.htm) website.
",,,FALSE,105,State Incentives,,,,2018-11-13 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT|OTHER,,FLEET|OTHER|IND,
6148,IL,Global Warming Mitigation Initiative,"The Illinois Climate Change Advisory Group was created to provide
recommendations to the Office of the Governor regarding climate change
policy and the statewide reduction of greenhouse gas emissions.
Strategies to address these issues include development of clean,
renewable, and homegrown energy resources; and reducing greenhouse gas
emissions though the production and use of biofuels and other
alternative fuels. (Reference [Executive
Order](https://www2.illinois.gov/government/executive-orders) 11, 2006)",2006-10-05 00:00:00 UTC,,FALSE,115,Laws and Regulations,,,,2010-11-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,CCEINIT,OTHER,
6154,WI,Vehicle Battery and Engine Research Tax Credits,"A corporation involved in qualified research is eligible for a tax
credit equal to 10% of the qualified research expenses that the
corporation incurs in Wisconsin during the taxable year. Qualified
research includes, but is not limited to, automotive batteries for use
in fuel cell, hybrid electric, and all-electric vehicles that reduce the
demand for electricity or improve the efficiency of its use, and
research related to designing internal combustion engines (including
substitute products such as fuel cell, electric, and hybrid drives) for
vehicles, including expenses related to designing vehicles that are
powered by such engines and improving production processes for such
engines and vehicles. Corporations may claim an additional tax credit
equal to 5% of the amount paid or incurred during the taxable year to
construct and equip new facilities or expand existing facilities used in
Wisconsin for qualified research. For more information see the Wisconsin
State Energy Office [Wisconsin
Opportunities](http://www.stateenergyoffice.wi.gov/category.asp?linkcatid=3106&linkid=1536&locid=160)
website. (Reference [Wisconsin
Statutes](http://legis.wisconsin.gov/rsb/stats.html) 71.28(4)(ab 2),
71.28(4)(ad 2 and 3), and 71.28(5)(ad))",,,FALSE,15,State Incentives,,,,2016-11-01 00:00:00 UTC,,,ELEC|HEV|HY|PHEV,TAX,,MAN|OTHER,http://legis.wisconsin.gov/rsb/stats.html
6156,WI,Petroleum Use Reduction,"The Wisconsin Department of Administration is directed to require,
through its fleet management policy, that all state agencies reduce the
use of petroleum-based gasoline in state-owned vehicles by 20% by 2010
and 50% by 2015, and reduce the use of petroleum-based diesel fuel for
those vehicles that operate on diesel by 10% by 2010 and 25% by 2015.
(Reference [Executive
Order](http://docs.legis.wisconsin.gov/code/executive_orders) 141, 2006)",2006-03-02 00:00:00 UTC,,FALSE,75,Laws and Regulations,,,,2010-05-20 00:00:00 UTC,,,AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|NEVS|PHEV|LPG,,REQ,FLEET,http://www.wisgov.state.wi.us/media_list.asp?catid=5&name=Executive%20Orders&locid=19
6162,PA,Energy Independence Strategy,"The PennSecurity Fuels Initiative aims to reduce dependence on foreign
oil by replacing 900 million gallons of the Commonwealth\'s
transportation fuels with alternative sources over the next decade. The
Initiative requires that retail transportation fuels contain a certain
percentage of biodiesel or ethanol, and it also invests \$30 million in
existing funds from the Commonwealth\'s Alternative Fuels Incentive
Grant program to build alternative fuel production and fueling
infrastructure by 2011. The initiative also includes the creation of
incentives that open new markets to Pennsylvania farmers who grow the
feedstocks used to produce ethanol and biodiesel, and the creation of
safeguards against alternative fuel price increases. For more
information on the PennSecurity Fuels Initiative see the [Pennsylvania
Office of the Governor](https://www.governor.pa.gov/) website.",,,FALSE,55,Laws and Regulations,,,,2010-10-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,OTHER,STATION|PURCH,
